Order Date,Due Date,Ship Date,Order Number,Product ID,Customer ID,Territory ID,Order Line Item,Order Quantity,Product Cost,Retail Price
00:00.0,00:00.0,00:00.0,SO43839,311,27673,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43840,326,17957,7,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43841,314,13406,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43842,312,16630,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43918,313,22041,6,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43919,314,12124,7,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43920,313,28066,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43921,313,16743,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43922,310,13546,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43923,312,28018,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43924,310,12132,7,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43925,314,16661,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43926,351,11055,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO43927,314,16662,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43928,313,16740,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43929,322,25270,9,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43930,312,28038,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43931,313,13548,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43932,314,16741,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43933,347,11031,9,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43934,346,11034,9,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43935,334,20048,10,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43936,311,28065,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43937,312,17047,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43938,310,16686,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43939,312,16659,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43940,336,25294,9,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43941,314,13600,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43942,310,17051,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43943,338,14565,4,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43944,344,11054,9,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43945,310,16675,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43946,313,16687,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43947,310,16712,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43948,345,11047,9,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43949,310,27726,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43950,311,28014,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43951,311,16696,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43952,312,16639,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43953,342,20049,10,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43954,311,13602,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43955,314,13661,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43956,344,11030,9,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43957,313,28068,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43958,312,16658,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43959,348,11035,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO43960,349,11046,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO43961,311,28031,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43962,312,28076,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43963,314,16685,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43964,312,16745,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43965,351,11038,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO43966,347,11039,9,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43967,313,28040,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43968,313,28067,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43969,310,28071,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43970,311,16684,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43971,314,16657,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43972,314,21939,6,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43973,312,28039,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43974,312,13687,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43975,312,13540,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43976,310,28063,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43977,312,16703,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43978,310,28030,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43979,322,14576,1,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43980,351,11048,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO43981,314,16664,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43982,342,25271,9,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO43983,314,28017,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43984,311,13545,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43985,313,13515,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43986,310,28070,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43987,310,28042,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43988,344,11244,10,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43989,312,28083,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43990,344,25872,1,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO43991,310,16660,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43992,311,16638,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43993,314,16929,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43994,314,27681,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43995,312,21813,6,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43996,310,27920,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43997,310,28022,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO43998,348,11033,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO43999,311,28047,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44000,311,27918,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44001,313,28044,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44002,336,14572,4,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44003,342,19325,8,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44004,310,28061,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44005,334,26629,6,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44006,310,16744,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44007,320,25555,9,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44008,312,27678,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44009,314,27759,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44010,310,13680,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44011,310,13514,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44012,349,11052,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44013,312,16928,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44014,313,27917,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44015,311,13693,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44016,350,11247,10,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44017,310,28078,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44018,350,25876,1,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44019,310,16701,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44020,311,16931,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44021,348,11032,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44022,313,22008,6,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44023,349,19830,6,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44024,314,16663,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44025,314,16708,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44026,310,17045,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44027,310,21921,6,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44028,312,17048,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44029,350,11050,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44030,311,12131,7,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44031,313,13689,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44032,344,11243,10,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO44033,314,16693,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44034,313,16702,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44035,312,16707,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44036,310,17046,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44037,328,25272,9,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44038,344,25868,4,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO44039,342,17971,7,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44040,351,11057,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44041,313,16742,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44042,313,13678,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44043,311,13679,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44044,314,13690,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44045,344,28394,7,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO44046,313,28064,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44047,344,25878,4,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO44048,314,16713,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44049,314,13538,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44050,310,17050,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44051,310,13691,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44052,314,16637,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44053,338,19329,8,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44054,314,13542,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44055,310,13543,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44056,314,13559,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44057,338,14577,1,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44058,350,11056,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44059,313,16688,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44060,342,25273,9,1,1,413.1463,699.0982
00:00.0,00:00.0,00:00.0,SO44061,310,27919,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44062,310,28041,1,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44063,344,11240,10,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO44064,310,22050,6,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44065,310,28062,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44066,344,25867,4,1,1,1912.1544,3399.99
00:00.0,00:00.0,00:00.0,SO44067,310,17049,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44068,313,13541,8,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44069,349,28395,7,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44070,349,19829,6,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44071,313,16691,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44072,311,16656,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44073,351,11044,9,1,1,1898.0944,3374.99
00:00.0,00:00.0,00:00.0,SO44134,310,13821,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44135,310,28156,4,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44136,311,22114,6,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44137,314,17328,9,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44138,310,13765,10,1,1,2171.2942,3578.27
00:00.0,00:00.0,00:00.0,SO44139,311,13792,10,1,1,2171.2942,3578.27
